text,label,source,subject,length
"After years of 5.5 percent average tuition increases, we now have a two-year tuition freeze for the first time in the history of the UW System. a speech",1,liar,"education,state-budget,state-finances",28
The Iranians continue in the view of every objective observer continue to pursue the acquisition of nuclear weapons. a telephone appearance with Florida voters,0,liar,foreign-policy,24
Were already bombing seven countries. a Green Party rally at Huston-Tillotson University in Austin,1,liar,"afghanistan,foreign-policy,history,iraq,military,terrorism",14
"Ohio Republicans made significant gains during Chris McNultys time at the ORP, including the extremely successful re-election of President Bush in Ohio. a news release",1,liar,"elections,states",25
Says 67 percent of marriages now wind up in divorce. an interview on WNYCs The Brian Lehrer Show,0,liar,marriage,18
"Since 2001, higher education in the state has been cut or allowed to erode ... by 35 or 40 percent. comments at the Missouri State Fair as quoted by the Columbia Daily Tribune",1,liar,"education,state-budget",33
Says Hillary Clinton helped get done the Childrens Health Insurance Program. a speech at the Democratic convention,1,liar,health-care,17
Russ Feingold has not worked anywhere outside of politics. a campaign TV ad,0,liar,"candidates-biography,message-machine",13
Its taken more time to complete the Towpath Trail than it did to build the Ohio Erie Canal. an interview with The Plain Dealer,1,liar,recreation,24
"As the number of vaccines administered to children has increased in the United States, so has the autism rate. an image shared on social media from NaturalNews.com",0,liar,autism,27
"Scott Walker has even removed the 250,000 jobs promise from his website. a blog post",0,liar,"economy,job-accomplishments,jobs,workers",15
"After Texas defunded Planned Parenthood, both the unintended pregnancy and abortion rates dropped. a tweet",0,liar,"abortion,women",15
Only one out of five of the so-called Syrian refugees who went into Europe were actually Syrian. the fourth undercard GOP debate.,0,liar,"foreign-policy,immigration",22
The New York Times had to retract its story that Hillary Clintons email handling had broken certain laws. an interview on CNNs New Day,0,liar,ethics,24
"Says Judge Gonzalo Curiel is a member of a club or society, very strongly pro-Mexican. an interview on CBS News Face the Nation",0,liar,legal-issues,23
"Senator Clinton tried to spend 1 million on the Woodstock Concert Museum. a Republican debate in Orlando, Fla.",1,liar,federal-budget,18
Ive taken on the federal government and won. a debate.,1,liar,candidates-biography,10
Says Hillary Clintons health care plan from the 1990s had a broader provision in favor of corporate right to back out of providing contraceptive coverage than the one created by the Hobby Lobby Supreme Court decision. interview on ABCs This Week,0,liar,"abortion,congress,corporations,health-care,religion,sexuality,supreme-court",41
Wisconsins non-discrimination law doesnt protect members of the trans-gender community. an interview,1,liar,"civil-rights,gays-and-lesbians,housing,legal-issues,sexuality,workers",12
"In 2008, Maggie Hassan voted against legislation to prevent sanctuary cities in New Hampshire. a memo",1,liar,"immigration,voting-record",16
"As mayor, Barrett led efforts to redevelop the Menomonee Valley, which now supports nearly 4,000 jobs in Wisconsin. a campaign video and numerous other campaign statements",1,liar,"job-accomplishments,jobs",26
When is a farm bill not a farm bill? When 90 percent of it is for food stamps. an interview on Fox News,1,liar,"hunger,poverty,pundits,welfare",23
President Obama is actually increasing Bush-era defense spending by 21 billion in the new fiscal year. an episode of his TV program.,1,liar,"military,pundits",22
"At protests in Wisconsin against proposed collective bargaining changes, phony sick notes were passed out to excuse striking union members. a news release",1,liar,"health-care,labor,state-budget",23
"By the end of his first term, President Obama will have added as much debt as all the prior 43 presidents combined. a roundtable with small business leaders in Salem, N.H.",1,liar,"federal-budget,new-hampshire-2012",31
"Obama plans a tax increase for everyone earning more than 42,000 a year. an Internet ad",0,liar,taxes,16
"Half the kids coming out of college this year cant find a job, or a job thats consistent with a college degree. statements during a rally at St. Anselm College in Manchester, NH",1,liar,"education,jobs",33
Charlie Crist raised taxes in 2009 and wont rule out raising taxes again. a tweet,1,liar,"state-budget,taxes",15
The payday loan industry does not exist in a state like Minnesota. a newspaper article,0,liar,financial-regulation,15
Heres the simple and undeniable fact The overwhelming majority of violent criminals are Democrats. a radio interview with Hugh Hewitt,0,liar,"crime,criminal-justice,legal-issues",20
"In January, I outlined a plan to help revive our faltering economy, which formed the basis for a bipartisan stimulus package that passed the Congress. Golden, Colo.",0,liar,"economy,stimulus",27
"The state Legislature attempted to outlaw stem cell research, passes bills about microchips in the brain, and talks about seceding from the Union. a campaign ad",1,liar,"message-machine,science,states",26
"TheCBO saysthe cost of health care reform will rise to 1.8 trillion, increasing the price to far greater than the 900 billion originallyprojected. a statement.",0,liar,health-care,25
Hillary Clinton has the only health care plan that covers every American. in a television ad,1,liar,health-care,16
"In 40 years of broadcast, I have never endorsed any candidate. an appearance in Ankeny, Iowa",1,liar,history,16
"The 911 terroristsfriends, family, girlfriends in the United Stateswere sent back for the most part to Saudi Arabia. They knew what was going on. They went home, and they wanted to watch their boyfriends on television. the Republican debate in Las Vegas",0,liar,terrorism,42
The Koch brothers alone gave twice as much money to Scott Walker as the total amount of money raised by Tom Barrett. a speech,0,liar,"campaign-finance,corporations,corrections-and-updates,elections",24
Mitt Romneys platform ...wont protect the mortgage interest tax deduction for middle-class families. a campaign email,0,liar,"message-machine-2012,taxes",16
"Just 9 percent of Muslims in Pakistan viewISIS favorably. Unfortunately, that 9 percent is 16 million people. And thats just one country. a speech at the Republican National Convention",1,liar,"corrections-and-updates,islam,terrorism",29
New energy standards will take away our freedom of choice and selection in the light bulbs we have in our homes. appearance on Fox Business Channels Varney Co.,0,liar,"energy,government-regulation",28
"Says David Rivera received a 5,000 campaign contribution from Congressman Spencer Bachus, who is currently under House Ethics investigation for insider trading. a campaign press release",1,liar,"campaign-finance,ethics",26
Georgia has more illegal aliens than the state of Arizona. Jekyll Island gubernatorial debate,1,liar,immigration,14
"As Dane County executive, Kathleen Falk raised property taxes by millions of dollars every year and approved the second highest increase in the state in 2010. an op-ed piece",1,liar,"county-budget,state-budget,taxes",29
"More people were killed by terrorists in 2015 than in any other year ever, after an 80 percentincrease from 2014. in a Medium post.",1,liar,terrorism,24
"The financial penalties imposed on gay couples can cost us more than 300,000 compared with married heterosexual couples over a lifetime. a press release",1,liar,gays-and-lesbians,24
Forty percent of illegal immigrants are people coming legally on visas and overstaying their visas. a radio interview.,1,liar,immigration,18
Nearly 46 million Americans dont have health insurance coverage today. a town hall meeting,1,liar,health-care,14
"Governor Christie, his idea of jumpstarting the economy is to propose a trickle-down income tax cut last year and in his budget address this year, he stated his support for it again. an interview on MSNBCs The Last Word with Lawrence ODonell",0,liar,taxes,42
Youve got a medical report on me that meets the same standard as Mitt Romney and Barack Obama. an interview on CNN,1,liar,"candidates-biography,disability,elections,history,privacy,transparency",22
"In her short time in the United States Senate, the senator from New York, Senator Clinton, got 500-million worth of pork barrel projects. a campaign event in Fairfield, Conn.",1,liar,federal-budget,29
"On job creation numbers in the latest Start-Up NY report This is a significant number of overcounts in the compilation that Ive looked at. a hearing on economic development in Albany, NY.",0,liar,"economy,jobs",32
"The omnibus spending bill has 9,427 pork barrel items. an interview on CNNs American Morning.",1,liar,federal-budget,15
"In his very first budget, Milwaukee Mayor Tom Barrett broke his pledge to keep a lid on property taxes and has continued increasing taxes and fees ever since. a website alert",0,liar,"city-budget,taxes",31
SayPresident George W. Bush borrowed 1.37 trillion of Social Security surplus revenue to pay for his tax cuts for the rich and his war in Iraq and never paid it back. comments on social media.,0,liar,"iraq,social-security,taxes",35
The Benghazi victims were left helpless to die as Hillary Clinton soundly slept in her bed. a speech in New York,0,liar,"foreign-policy,terrorism",21
Almost 1 million children ... have no health insurance in this state. announcing his campaign for governor.,1,liar,health-care,17
Says President Franklin Delano Roosevelt sent his advisers to study socialism with Soviet dictator Josef Stalin so the president could replicate it in the United States. a speech before Congress,0,liar,history,30
"Says I never billed a single hour of my time to the City of Portland in the last 10 years -- so, no revolving door. a debate",0,liar,"city-government,ethics,message-machine-2012",27
This is the first time since the Depression that unemployment has stayed above 9 percent for two consecutive years. an interview on Fox News Sunday,0,liar,"economy,history",25
Red light camera installed to promote public safety. a press release,0,liar,transportation,11
"Minimum wage 16,000year CEO-Goldman Sachs Lloyd Blankfein 16,000Hour. a protest sign",0,liar,"corporations,deficit,economy,financial-regulation,government-regulation,occupy-wall-street,taxes",11
"Obamas stimulus, passed in his first month in office, will cost more than the entire Iraq War. an opinion column in The Washington Examiner",0,liar,"economy,iraq,stimulus",24
"Janice Hahn hired hard-core gang members with taxpayer money to be gang-intervention specialists. She even helped them get out of jail, so they could rape and kill again. a YouTube video",0,liar,crime,31
"According to Wikipedia, there are only five countries in the entire planet that are more unequal than the United States in the distribution of our wealth. an interview on MSNBCs The Rachel Maddow Show",1,liar,"income,occupy-wall-street,workers",34
Michelle Nunns foundation directed grants to an Islamic group tied to radical terrorists. television attack ad,0,liar,terrorism,16
"As first lady, Clinton would travel to places that were too small, too poor or too dangerous for the president. Washington, D.C.",0,liar,foreign-policy,22
Marijuana is less addictive than both alcohol and tobacco. a website statement,1,liar,"drugs,marijuana",12
70 percent of Americans believe that we are on the wrong path. a television interview,1,liar,"elections,polls",15
Pam Bondi refuses to take a position on the gay-adoption ban. an endorsement letter,0,liar,gays-and-lesbians,14
"Under Obamacare, people who have a doctor theyve been seeing for the last 15 or 20 years, they wont be able to keep going to that doctor. a Fox News interview",0,liar,health-care,31
"Says Donald Trump promised to repeal Obamacare, build a wall, ban Muslims, and more. a Clinton campaign tweet",1,liar,"abortion,foreign-policy,guns,health-care,human-rights,immigration,islam,religion,terrorism",18
HIVAIDS is dramatically on the rise in the U.S. South. CNN,1,liar,"gays-and-lesbians,health-care,states",11
The Iraq war has been our longest war. comments on CBSs Face the Nation,0,liar,"history,iraq,military",14
Federal law says that you cant give in-state tuition to an illegal alien unless you first offer it to any other student regardless of their state of residence. a TV interview,0,liar,"education,immigration",31
"The most realistic estimates for jobs created by Keystone XL are maybe 2,000 jobs during the construction of the pipeline. an interview with the New York Times",0,liar,"climate-change,energy,environment,jobs",27
Says Sen. Mark Pryor voted for special subsidies for lawmakers and staff in Congress so theyre protected from Obamacare. a campaign ad,0,liar,"congress,health-care",22
Tom Barrett voted for the largest tax increase in history ... raising taxes on gas and Social Security. a series of campaign TV ads,0,liar,"federal-budget,message-machine,taxes",24
California is home to the largest death row populationin the Western Hemisphere. a twitter image,1,liar,"death-penalty,elections",15
Giving money to politicians has paid off for Paul Workman. Workman gave thousands to politicians and got millions in government construction projects. a TV ad,0,liar,ethics,25
"In the U.S., African-Americans continue to be arrested at nearly three and one half times the rate of whites on marijuana charges. a news release",1,liar,"civil-rights,crime,criminal-justice,drugs,marijuana",25
"Harris County, Texas has some of the highest jailing and incarceration rates in the U.S. and the world. a press release in response to a lawsuit",1,liar,"corrections-and-updates,criminal-justice",26
Repealing the health care law would save 95 billion in 2016. an op-ed in USA Today,0,liar,"federal-budget,health-care",16
A majority of drunk driving deaths and injuries are caused by drunk driving offenders with no prior convictions. a press release,1,liar,"Alcohol,transportation",21
Fifty percent of Americans will go hungry at some time in their lives. a TV interview,0,liar,"economy,hunger,poverty",16
"Three years ago, John McCain said, Afghanistan we dont read about it anymore in papers because it succeeded. a speech at the Democratic National Convention in Denver",1,liar,"afghanistan,foreign-policy,military",27
Poverty levels are at an all-time high. an interview on MSNBC,0,liar,poverty,11
"On ISIS, Michael Bennet chose the Washington insiders over our generals. A TV ad",0,liar,terrorism,14
"You know, Sen. McCain said the other day that we might have troops in Iraq for 100 years... a debate in Las Vegas.",1,liar,iraq,23
Says the state budget includes spending on commercials for Fortune 500 companies. an op-ed,1,liar,state-budget,14
"Says high-speed rail would have created 60,000 jobs. a debate",0,liar,"debates,message-machine-2014,stimulus,transportation",10
"Since President Obama took office, 2 million jobs. Gone. a television commercial",1,liar,"economy,jobs,message-machine",12
"Supported in-state tuition in Arkansas for illegal immigrants if youd sat in our schools from the time youre 5 or 6 years old and you had become an A-plus student, among other things. a debate in St. Petersburg",0,liar,immigration,38
"Health insurance premiums have almost doubled ... since 2000. a speech in Des Moines, Iowa.",1,liar,health-care,15
"To pay for government growth, leaders of both parties borrowed 4 billion a day, leaving us with todays 14 trillion debt. an opinion article in the Wall Street Journal",1,liar,"deficit,federal-budget",29
"Says that except for Donald Trump, every other major party nominee for the past 40 years has released their tax returns. a statement",1,liar,"candidates-biography,income,taxes,wealth",23
"Senate Bill 1070, simply, just mirrors federal law. an interview with Fox Business",0,liar,immigration,13
I helped write the Affordable Care Act. comments during the South Carolina Democratic presidential debate,0,liar,"corrections-and-updates,health-care",15
Dolphins are rapists. Look it up. in an episode of Unbreakable Kimmy Schmidt,0,liar,"animals,science",13
The U.S. has 47 million people on food stamps. Thats 14 million more than when the current occupant of the White House took over. a speech announcing his presidential run,1,liar,"economy,families,hunger",30
Republicans are trying to impeach our president. an Arkansas flyer,0,liar,"congress,message-machine-2014",10
"In 1998, nearly half of Floridas fourth-graders were functionally illiterate. Today, 72 of them can read. a Wall Street Journal op-ed piece.",1,liar,education,22
"In the late 1980s, the U.S. was nearly the lowest-taxed nation in the world, and a quarter century later were nearly the highest. a column in the Wall Street Journal",0,liar,"history,taxes",30
Proposed federal regulations would affect every streetsign in the country a speech.,1,liar,transportation,12
"There are 100 members of the U.S. Senate. Fifty-seven of them, including Russ Feingold, are lawyers. There are zero manufacturers and one accountant. a campaign TV ad",1,liar,"candidates-biography,message-machine",27
A hundred percent of all the jobs lost during the recession have been reclaimed in Texas while the nation is at about 36 percent. an interview posted online by WFAA-TV in Dallas,1,liar,"economy,jobs",32
"Democrats have said that even one hearing on the stimulus bill would be one too many, and that we have a single day to approve these five complex propositions that will affect the lives of millions. a statement at a committee meeting.",1,liar,"economy,stimulus",42
"The National Science Foundation awarded 700,000 to fund a climate change musical. a committee hearing",1,liar,"climate-change,federal-budget,science",15
Morgan Griffith fought for a plan that would have taken money away from our schools and given it to Northern Virginia schools instead. a TV ad,0,liar,"education,state-budget",26
Says that as Wisconsin governor he never raised taxes. an interview,0,liar,"job-accomplishments,state-budget,state-finances,taxes",11
"In the past decade in New York State more than 30 current and former state officeholders have been convicted, sanctioned or accused of wrongdoing more than any other state. a post on Facebook",1,liar,ethics,33
Why didnt uninsured Americans buy insurance? Because of the expense. an interview on Comedy Centrals The Daily Show,1,liar,"health-care,poverty",18
"Nearly 100,000 people get shot every year. Thats 270 people a day and 87 dead. on the Internet",1,liar,guns,18
This census is also the shortest and least intrusive count in modern history. a press release,1,liar,census,16
Says Charlie Crist voted against minimum wage when he was in the Senate. a gubernatorial debate in Davie,0,liar,"debates,florida,jobs",18
"Renewable energy projects . . . get us off foreign oil and away, step by step, from these foreign entanglements that we have to get into to defend our oil supply. a Senate hearing",0,liar,"climate-change,energy,environment",34
"I have disagreed strongly with the Bush administration on this issue of global warming. a debate in Nashville, Tenn.",1,liar,environment,19
Dave Brat said the best way to fix Social Security would be to give seniors back what they paid in and no more. a TV ad.,0,liar,"message-machine-2014,social-security",26
Twenty-four percent of doctors in Virginia currently dont accept new Medicaid patients because the reimbursement rates are so low. a speech.,1,liar,"health-care,medicaid",21
In the last six years of Ciancis administration violent crime was down in the United States. It was down in the region. It was down in Rhode Island. But it was up in Providence. a debate,1,liar,"crime,criminal-justice,public-safety",36
There are more poor people today as a percentage of our population than the 1970s. an interview with reporters at the North Carolina GOP headquarters,1,liar,poverty,25
"Irans regime is responsible for more than 1,000 American casualties during the Iraq war and has plotted a terrorist attack here in our nations capital. the Republican weekly radioTV address",1,liar,"foreign-policy,iraq,terrorism",30
Says taxes paid by the poorest residents of Texas are above the national average. an op-ed column.,1,liar,"income,taxes",17
Says John Boehner changed his position on extending Bush tax cuts. a White House news release,0,liar,taxes,16
Obamas Clean Power Plan ... eliminates coal-fired power plants. an oped column,0,liar,"climate-change,energy,environment",12
Estimates for adopting Obamacares Medicaid expansion show it will cost Virginia taxpayers 902 million through 2022. a petition.,0,liar,"medicaid,state-budget",18
Obamacare already has caused millions of hardworking Virginians to lose their health insurance. a web post.,0,liar,health-care,16
More Tennesseans have hunting and fishing licenses than vote. in a news release announcing support for the Sportsmens bill.,0,liar,"elections,recreation",19
American troops have never been under the formal control of another nation. an interview with Sean Hannity of Fox News,0,liar,"foreign-policy,military",20
"We have a guy who is going to be speaker of the House in four years, and his name has been on the ballot one time. comments during an appearance on The Rachel Maddow Show on MSNBC",0,liar,"candidates-biography,elections,redistricting",37
"We continue to see these isolated incidents of people trying to vote five, six times a day. an interview with a newspaper editorial board",0,liar,"crime,elections",24
Seven of the 10 highest-income counties in the country ring the city of Washington D.C. a speech at CPAC,1,liar,"corrections-and-updates,federal-budget,pundits,wealth",19
I sponsored and was the co-sponsor of the only legislation that ever passed that had E-Verify provisions in it back in 2010 when I served in the Legislature. a debate,0,liar,immigration,30
Says Texas is last in workers compensation coverage. an editorial,1,liar,"labor,workers",10
"In annual surveys of Rhode Island communities that receive Drug Free community grants, many report that more than 50 percent of youth surveyed do not think daily marijuana use poses any serious risk of harm. A news release",1,liar,"drugs,education,marijuana",38
Operating a health care exchange would be illegal in Georgia and some states because of legislation passed in those states. an article,0,liar,health-care,22
"If you already have health insurance through your job, or Medicare, or Medicaid, or the VA, nothing in this plan will require you or your employer to change the coverage or the doctor you have. a speech to Congress",1,liar,health-care,39
Says the area damaged by Hurricane Sandy represents roughly 10 percent of our nations economy. a speech on the House floor,1,liar,"economy,weather",21
"Tennessee students now cover about 67 percent of the cost of their education at public universities, and some 60 percent at community colleges. Testimoney to the U.S. Senate Education Committee",1,liar,education,30
On opposing any and all efforts to increase taxes. pledge,0,liar,"taxes,transportation",10
Regulations on developers have thwarted construction on county-owned land in Milwaukees downtown Park East corridor. a statement at a candidate forum,0,liar,"jobs,labor",21
"Marijuana today is genetically modified, with THC levels that far surpass the marijuana of the 1970s. an interview with MSNBC",1,liar,"drugs,marijuana,public-health",20
Says U.S. Rep. Patrick Murphy has sided with the GOP on key votes twice as often as he sided with Democrats. an online op-ed column,0,liar,"congress,voting-record",25
Homosexual behavior cuts your lifeby about 20 years. an interview.,0,liar,"gays-and-lesbians,health-care,sexuality",10
The proposed Gogebic iron ore mine is just up the hill from the Apostle Islands National Lakeshore caves along Lake Superior. a documentary,0,liar,"energy,environment",23
"If youre from Syria and youre a Christian, you cannot come into this country as a refugee. a speech in Las Vegas",0,liar,"foreign-policy,immigration,religion",22
One of the biggest causes of our soaring debt and economic insecurity ends up being Pentagon spending. The budget for the Pentagon consumes more than half of our discretionary spending.,1,liar,"deficit,federal-budget,military",30
Millionaires working side by side with George Soros are bankrolling John Kasichs super PAC. a Trusted Leadership PAC ad,0,liar,campaign-finance,19
Ive even cut my own salary -- twice. a campaign video,1,liar,"government-efficiency,job-accomplishments,message-machine,state-budget",11
Nearly all of the top 50 prescribers of oxycodone in the United States are in Florida. an op-ed published in Florida newspapers,1,liar,crime,22
"When this campaign began, I said that weve got to end the starvation minimum wage of 7.25, raise it to 15. Secretary Clinton said lets raise it to 12. a Democratic debate in New York",1,liar,"economy,income",35
The economy added more jobs during four years under Obama than it did in the entire eight years under George W. Bush. an email blast.,1,liar,"economy,job-accomplishments,jobs",25
We fixed a loophole in the gun background record check system so that we could make our commonwealth safer. a speech,1,liar,"crime,criminal-justice,guns",21
"In the weekend after the terrorist attacks in Paris, the White House said this couldnt happen in the United States. ISIS couldnt reach us here. on MSNBCs Morning Joe",0,liar,terrorism,29
"By 2006, the American people were overwhelmingly against the Iraq War. her book, Hard Choices",1,liar,"history,iraq,military,polls",15
"In 2001 and 02 . . . we had the pension system funded at the100 level in that year, and we did for two years at that point. an interview on WPRI-TVs Newsmakers.",0,liar,"debt,deficit,economy,history,job-accomplishments,labor,legal-issues,pensions,unions,workers",33
"As mayor, Allan Fung raised taxes three times. a TV commercial",1,liar,"city-budget,debt,economy,history,job-accomplishments,labor,pensions,retirement,taxes,workers",11
"Were importing about 10 percent of our milk supply. Were Americas Dairyland, but yet we dont have enough milk in this state to meet the demand for our cheesemakers. an interview",1,liar,"agriculture,economy,states",31
Mitt Romney ... gave you government health care that is now bankrupting the state of Massachusetts. a Webcast,0,liar,"candidates-biography,health-care,pundits",18
"In North Carolina, paid family leave is more popular than college basketball.",1,liar,"families,sports,women,workers",12
"Last year, we borrowed 1.4 trillion -- or 41 cents of every dollar we spent. Over half of this debt is held by foreign investors. a speech in the U.S. Senate",1,liar,"economy,federal-budget",31
I left the city with 43 million in the bank. An interview with Newsmax,0,liar,job-accomplishments,14
"Marijuana is a Schedule I drug, which you understand means that you cant do any research about it. a Good Morning America town hall",0,liar,"drugs,government-regulation,marijuana,market-regulation,science",24
Ive been reducing the number of Democratic Texas Senate committee chairs since I came in as lieutenant governor. a Republican lieutenant governor candidate forum,0,liar,"bipartisanship,candidates-biography",24
"The only time government employment has gone down during a recession has been under me. a speech in Albany, N.Y.",0,liar,"economy,history,jobs",20
"The barber regulation here in Missouri is 10,000 words long.the book of Revelation is also 10,000 words long. a debate",1,liar,market-regulation,20
Says he cut taxes by more than 600 million when he wasgovernor. an op-ed,1,liar,"job-accomplishments,state-budget,taxes",14
"Dan Webster supports privatization of Social Security, deep cuts in Social Security. an interview on CNN",0,liar,social-security,16
Says Marco Rubio voted against the bipartisan Violence Against Women Act. a post on his campaign website,1,liar,voting-record,17
Says the government wants to require farm tractor drivers to hold commercial drivers licenses even if theyre just crossing a single public road. a speech.,0,liar,"agriculture,public-safety,transportation",25
"In Minnesota, well over 6,200 election-day registrations from 2008 proved fraudulent. a newsletter",0,liar,"elections,legal-issues,states",13
Says John Loughlin voted to let people accused of domestic violence keep their guns. a campaign radio advertisement,1,liar,"criminal-justice,guns,voting-record",18
The state of Florida has seen double-digit drops in alcohol use among teens. a state Senate committee hearing,1,liar,"Alcohol,children",18
Clinton refused repeated requests to meet with the Gold Star Mothers. an e-mail message circulated by many people.,0,liar,military,18
McGinty previously told a local community newspaper in her native Philadelphia that she has found an alarming undercurrent of misinformed people in the T part of the state outside of Philadelphia and Pittsburgh. In a press release,0,liar,population,37
"The economy, by every metric, is better than when I came into office. an interview with Jon Stewart of The Daily Show",0,liar,"economy,jobs",22
Says Mitt Romney opposes requiring employers to cover contraception and would eliminate funding for Planned Parenthood. a campaign ad,1,liar,"abortion,message-machine-2012,sexuality,women",19
There have been 30 published polls in this election cycle and Harry Reids been trailing in every single one. a Talking Points Memo article,0,liar,elections,24
"Historically, Senate ratification of arms control treaties has been bipartisan. an interview on ABCs This Week with Christiane Amanpour",1,liar,"foreign-policy,military,abc-news-week",19
Says state Senate candidate Aaron Bean voted to give health care subsidies to illegal immigrants. an attack ad,0,liar,"health-care,immigration",18
Our rainy day fund has gone from 89 cents to 240 million. an interview with Fox News,1,liar,"economy,jobs,state-budget,state-finances",17
The 2009-11 state budget that Democrats approved left Wisconsin taxpayers 3.6 billion in debt. a radio ad,0,liar,state-budget,17
Says Gloria Steinem once called Kay Bailey Hutchison a female impersonator. her column.,1,liar,"abortion,congress,women",13
"Says in the Legislature, Mary Nolan has been a party-line Democrat, showing a 100 track record in harmony with the American Civil Liberties Union. in a blog post.",1,liar,"corrections-and-updates,voting-record",28
"Says the House Rules Committee is the only panel, other than the Intelligence and Ethics committees, not able to telecast proceedings in its main hearing room. a blog post",1,liar,"government-efficiency,transparency",29
"Says enrolling a student in a subsidized lunch program triggers an at risk designation, resulting in an extra 6,000 to 7,000 of state school aid per student. a letter to the states acting education commissioner",1,liar,"education,state-budget",35
Says first eight chosen to draw Austin City Council districts are seven Democratic primary voters and one Republican primary voter. a tweet,1,liar,"city-government,corrections-and-updates",22
My dad used to campaign against the gas-guzzling dinosaurs. a TV interview on CBS.,1,liar,energy,14
Job creation has gotten worse each year that Scott Walker has been governor. a radio interview,0,liar,jobs,16
"Says the Pentagon has never passed a financial audit. In fact, the Pentagon is exempt from a federal law that requires all federal agencies to complete annual audits. his congressional website",1,liar,federal-budget,31
"Obamacare is so flat-out unpopular, that even the Obama administration chose to reject part of Obamacare last Friday, when they tried to throw out the CLASS Act, which is the long-term care function. a Republican presidential debate in Las Vegas",0,liar,health-care,40
Says Jeanne Shaheen has voted with the president 99 percent of the time. NH Senate debate,1,liar,bipartisanship,16
We now have the greatest income inequality since the Great Depression. a story by Reuters wire service.,1,liar,economy,17
Says Obama called Israel a constant sore that infects U.S. foreign policy. a news release.,0,liar,israel,15
Says Nevada lawmakers voted to allow teenaged boys to shower with your teenaged girls in public school locker rooms. multiple pieces of campaign literature.,0,liar,gays-and-lesbians,24
"Gov. Rick Scott tried to kick 180,000 people off the voter rolls. an email",0,liar,"elections,message-machine-2012",14
The crime rate in some Atlanta neighborhoods has dropped by 35 to 51 percent. a press release,0,liar,crime,17
The 1908 Model T earned better gas mileage than a typical SUV sold in 2008. remaks made at an electric car testing center,1,liar,"energy,transportation",23
All the money the Department of Citrus has is paid for by the citrus growers. You dont save dollars by eliminating the Department of Citrus. a meeting with reporters and editors,1,liar,"agriculture,state-budget",31
"The EPA was asked about an environmental citation for the city landfill in Nashua, N.H. but didnt know why it was cited. an NBC-Facebook debate in Concord, N.H.",1,liar,"environment,government-regulation,new-hampshire-2012",28
Says the 3C Corridor train would have taken an hour and 15 minutes longer to carry passengers across Ohio than it would have taken on a New York Central train in 1935. a newspaper column,1,liar,"economy,jobs,stimulus,transportation",35
The government will go out and buy my breast pump for my babies. an interview on The Laura Ingraham Show,0,liar,"health-care,taxes,women",20
"Palin said stimulus money for weatherization required universal energy building codes for Alaska, kind of a one-size-fits-all building code that isnt going to work up there in Alaska. an interview with Sean Hannity on Fox",0,liar,"energy,stimulus",35
"Says the Clinton Foundation accepted millions and millions of dollars from governments like Algeria, Saudi Arabia, Oman and the United Arab Emirates, which violated a ban on all contributions to the Foundation from foreign nations. his campaign blog",0,liar,"candidates-biography,elections",38
Says Debbie Wasserman Schultz has these offshore accounts like Mitt Romney. comments on This Week with George Stephanopoulos.,0,liar,candidates-biography,18
"Says Republican U.S. Senate candidate Ted Cruz opposes the DREAM Act, which is supported by 85 of Latinos. a press release",1,liar,immigration,21
A bill to aid state and local governments is fully paid-for by closing costly corporate tax loopholes. a news release,0,liar,"children,education,families,federal-budget,health-care,states,stimulus,taxes",20
"Says the stimulus bill sent tax credits overseas, such as tens of millions of dollars to build traffic lights in China. a TV ad",0,liar,"corporations,energy,environment,message-machine-2012,stimulus",24
Says Democratic recall opponent Shelly Moore opposes any limit on taxes. a radio ad,0,liar,"state-budget,taxes",14
I am a candidate. I have not withdrawn. a YouTube video,1,liar,elections,11
The majority support raising the minimum wage. a broadcast of ABCs This Week,1,liar,"economy,elections",13
Says President Barack Obama has not proposed one thing that would change the fact that Warren Buffett pays a lower tax rate than his secretary. a Fox news interview,0,liar,taxes,29
"300,000 Floridians have lost their health insurance as a result of Obamacare. a campaign ad",0,liar,health-care,15
Says Mitt Romney had millions in a Swiss bank account. a campaign ad,1,liar,"candidates-biography,message-machine-2012",13
Most of the state budget isnt for state government doing things. ... 85 percent of the state budget is transferred to local communities for delivery of service. a forum on the state budget,1,liar,"state-budget,state-finances",33
The United States spends almost three times per capita what they spend in the U.K. on health care and 50 percent more than they pay in France. the Dec. 19 Democratic presidential debate,1,liar,health-care,33
"President Obama has worked to change Medicare for the worse by creating an unelected, unaccountable panel with the power to deny coverage of certain treatments. an election flier",0,liar,"health-care,medicare",28
"According to one study, the minimum wage today is worth 2 less than in 1968. a House floor speech",1,liar,"economy,income,jobs,labor",19
The DREAM Act the would give amnesty to over two million illegal aliens. a chain e-mail,0,liar,immigration,16
"For four years, we balanced the budget and paid off 405 billion in debt. a presidential campaign announcement video",0,liar,"deficit,economy,federal-budget",19
Science is very certain that the measles vaccine doesnt cause autism. a broadcast of The OReilly Factor,1,liar,public-health,17
A tax on soda and juice drinks would disproportionately increase taxes on low-income families in Philadelphia. In a statement to Philadelphia magazine,1,liar,taxes,22
"After taking hundreds of thousands of dollars from Goldman Sachs and other Wall Street banks, Debbie Wasserman Schultz has voted to prevent the Consumer Financial Protection Bureau from regulating payday loans and addressing racial discrimination in car loans. campaign website",1,liar,"campaign-finance,congress,diversity,poverty",40
